,Spring_NDVI,Annual_NDVI,Winter_Precip_mm,NDVI_zscore,Precip_zscore,Superbloom_Score
2017,0.2721705,0.22396134,276.32,0.42283157,0.705747057657026,1.1285786227987038
2018,0.22977461,0.19476788,114.47,-0.729204,-0.9567461931435303,-1.6859501921860414
2019,0.29358932,0.24529274,294.83,1.0048507,0.8958783525122517,1.9007290977133624
2020,0.29561946,0.2461942,222.17000000000002,1.0600162,0.1495282777320949,1.209544432975015
2021,0.20760424,0.19155397,70.87,-1.3316454,-1.4045973252714528,-2.736242694801177
2022,0.21918035,0.20140631,150.17000000000002,-1.0170848,-0.5900423991764009,-1.6071272361362396
2023,0.27833104,0.26244867,324.46,0.59023327,1.2002322296900119,1.790465496043619
